State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price
Karnataka,Belagavi,Belagavi Mandi,Mustard,Black,FAQ,29/11/2024,6157.32,6607.73,6382.53
Karnataka,Belagavi,Belagavi Mandi,Mustard,Black,FAQ,05/12/2024,5435.09,6009.32,5722.2
Karnataka,Belagavi,Belagavi Mandi,Mustard,Black,FAQ,07/12/2024,5755.67,6728.52,6242.1
Karnataka,Belagavi,Belagavi Mandi,Mustard,Black,FAQ,12/12/2024,5714.84,6391.41,6053.13
Karnataka,Belagavi,Belagavi Mandi,Mustard,Black,FAQ,14/12/2024,5750.48,6178.63,5964.55
Karnataka,Belagavi,Belagavi Mandi,Mustard,Black,FAQ,15/12/2024,5610.13,5963.76,5786.94
Karnataka,Belagavi,Belagavi Mandi,Mustard,Black,FAQ,20/12/2024,5773.83,6504.24,6139.04
Karnataka,Belagavi,Belagavi Mandi,Mustard,Black,FAQ,29/12/2024,5683.77,6529.64,6106.7
Karnataka,Belagavi,Belagavi Mandi,Mustard,Black,FAQ,30/12/2024,5802.63,6173.35,5987.99
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,01/01/2021,4851.94,5442.18,5147.06
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,02/01/2021,5210.14,5915.47,5562.81
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,03/01/2021,5022.54,5810.01,5416.28
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,04/01/2021,5008.85,5610.79,5309.82
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,07/01/2021,4836.6,5306.24,5071.42
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,11/01/2021,5316.04,5803.17,5559.6
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,19/01/2021,5209.24,6061.46,5635.35
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,20/01/2021,4785.83,5157.93,4971.88
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,22/01/2021,5046.42,5449.43,5247.92
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,27/01/2021,4733.48,5407.9,5070.69
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,01/02/2021,4915.22,5705.47,5310.34
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,05/02/2021,5036.73,5711.6,5374.16
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,10/02/2021,4840.31,5613.47,5226.89
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,11/02/2021,4904.17,5665.73,5284.95
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,12/02/2021,4875.2,5710.58,5292.89
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,14/02/2021,4329.7,4716.75,4523.22
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,15/02/2021,4628.27,4964.34,4796.31
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,18/02/2021,4653.82,5255.54,4954.68
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,20/02/2021,4433.41,4976.09,4704.75
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,21/02/2021,4772.91,5102.71,4937.81
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,02/03/2021,4580.24,5140.36,4860.3
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,03/03/2021,4422.36,5094.38,4758.37
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,04/03/2021,4763.72,5213.16,4988.44
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,09/03/2021,4833.23,5379.75,5106.49
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,12/03/2021,4917.96,5408.44,5163.2
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,13/03/2021,4861.69,5164.19,5012.94
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,15/03/2021,4379.93,4920.33,4650.13
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,16/03/2021,4478.48,4818.99,4648.74
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,19/03/2021,4418.82,4850.25,4634.53
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,21/03/2021,4207.12,4801.5,4504.31
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,23/03/2021,4841.66,5216.1,5028.88
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,26/03/2021,4534.51,5073.59,4804.05
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,01/04/2021,4485.41,5057.38,4771.4
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,05/04/2021,4608.24,5312.58,4960.41
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,10/04/2021,4882.05,5631.29,5256.67
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,16/04/2021,3993.66,4392.76,4193.21
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,20/04/2021,4529.74,5236.6,4883.17
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,22/04/2021,4853.54,5425.92,5139.73
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,25/04/2021,4778.78,5342.64,5060.71
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,27/04/2021,4753.66,5360.0,5056.83
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,30/04/2021,4728.77,5058.03,4893.4
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,02/05/2021,4199.17,4577.61,4388.39
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,03/05/2021,4736.91,5425.96,5081.43
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,04/05/2021,4720.86,5047.54,4884.2
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,05/05/2021,4102.66,4802.6,4452.63
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,08/05/2021,5004.17,5783.28,5393.72
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,10/05/2021,4872.53,5639.11,5255.82
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,11/05/2021,4661.86,5391.91,5026.88
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,14/05/2021,4722.17,5109.91,4916.04
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,15/05/2021,4569.48,5111.28,4840.38
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,16/05/2021,4800.81,5115.11,4957.96
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,19/05/2021,4692.1,5360.32,5026.21
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,22/05/2021,5035.43,5715.67,5375.55
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,25/05/2021,4655.23,5244.22,4949.72
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,30/05/2021,4924.99,5462.26,5193.63
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,01/06/2021,4512.95,5279.43,4896.19
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,03/06/2021,4719.36,5529.83,5124.6
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,04/06/2021,4903.16,5235.35,5069.26
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,07/06/2021,4909.51,5344.82,5127.17
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,09/06/2021,4795.49,5505.95,5150.72
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,14/06/2021,5032.15,5397.41,5214.78
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,17/06/2021,5096.73,5435.61,5266.17
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,18/06/2021,4668.24,4960.27,4814.26
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,22/06/2021,5320.96,5727.38,5524.17
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,24/06/2021,5018.37,5714.48,5366.43
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,25/06/2021,5233.56,5890.08,5561.82
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,26/06/2021,5361.38,6033.83,5697.6
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,27/06/2021,5741.1,6432.2,6086.65
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,30/06/2021,4993.36,5679.48,5336.42
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,04/07/2021,5292.35,5674.91,5483.63
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,05/07/2021,4744.57,5470.93,5107.75
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,07/07/2021,4931.94,5734.49,5333.22
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,09/07/2021,5463.17,5863.48,5663.33
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,12/07/2021,5387.11,5774.18,5580.64
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,13/07/2021,4998.31,5681.2,5339.75
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,15/07/2021,4808.68,5419.23,5113.96
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,17/07/2021,4991.66,5493.5,5242.58
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,18/07/2021,5605.07,6404.47,6004.77
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,20/07/2021,5475.97,6144.65,5810.31
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,22/07/2021,4938.05,5569.39,5253.72
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,27/07/2021,5053.22,5412.76,5232.99
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,29/07/2021,4864.31,5534.07,5199.19
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,03/08/2021,5460.37,5824.18,5642.27
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,05/08/2021,5059.06,5910.8,5484.93
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,07/08/2021,5500.72,6377.96,5939.34
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,11/08/2021,5316.9,5886.08,5601.49
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,12/08/2021,5352.71,5763.0,5557.86
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,13/08/2021,5439.79,6151.25,5795.52
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,15/08/2021,5640.74,6590.56,6115.65
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,17/08/2021,5317.3,5863.26,5590.28
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,19/08/2021,5231.5,5944.39,5587.95
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,20/08/2021,6141.98,6740.04,6441.01
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,21/08/2021,5385.03,6299.4,5842.21
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,22/08/2021,5832.52,6783.19,6307.86
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,23/08/2021,5619.85,6213.17,5916.51
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,25/08/2021,5424.57,6177.47,5801.02
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,02/09/2021,5745.19,6690.12,6217.66
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,07/09/2021,5728.23,6094.38,5911.3
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,10/09/2021,5540.37,6253.41,5896.89
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,11/09/2021,5893.75,6465.01,6179.38
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,12/09/2021,5662.56,6585.61,6124.09
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,13/09/2021,5635.67,6178.1,5906.89
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,20/09/2021,5253.47,5787.02,5520.24
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,27/09/2021,5694.42,6672.1,6183.26
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,29/09/2021,5598.37,6443.32,6020.85
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,05/10/2021,5668.2,6195.51,5931.85
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,06/10/2021,5860.69,6223.71,6042.2
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,07/10/2021,6128.37,6622.37,6375.37
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,12/10/2021,5547.35,6224.09,5885.72
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,21/10/2021,5404.03,6186.2,5795.11
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,22/10/2021,5634.35,6232.41,5933.38
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,24/10/2021,5578.75,6417.31,5998.03
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,26/10/2021,5943.85,6408.26,6176.06
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,03/11/2021,5704.41,6565.0,6134.71
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,04/11/2021,5779.33,6206.08,5992.7
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,06/11/2021,5970.81,6620.91,6295.86
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,10/11/2021,5888.91,6398.38,6143.64
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,11/11/2021,5631.67,6596.09,6113.88
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,16/11/2021,5722.05,6156.33,5939.19
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,17/11/2021,4877.06,5280.35,5078.7
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,22/11/2021,4761.82,5280.84,5021.33
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,23/11/2021,4921.59,5320.25,5120.92
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,03/12/2021,5829.69,6618.99,6224.34
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,05/12/2021,5157.67,5716.42,5437.05
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,08/12/2021,5327.56,6090.65,5709.11
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,09/12/2021,5817.39,6380.62,6099.01
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,10/12/2021,5740.66,6594.23,6167.44
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,11/12/2021,5426.65,5843.71,5635.18
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,15/12/2021,4808.59,5354.18,5081.38
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,16/12/2021,5256.3,5620.21,5438.25
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,17/12/2021,5245.25,6066.34,5655.79
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,20/12/2021,5063.01,5772.81,5417.91
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,22/12/2021,5159.27,5981.18,5570.22
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,24/12/2021,5034.78,5429.33,5232.06
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,25/12/2021,5451.56,5823.37,5637.47
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,27/12/2021,5516.52,6072.33,5794.43
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,31/12/2021,5366.35,5731.8,5549.08
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,01/01/2022,4851.93,5678.27,5265.1
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,02/01/2022,5219.45,5703.2,5461.32
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,06/01/2022,5585.77,6549.8,6067.79
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,08/01/2022,4755.1,5400.47,5077.79
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,16/01/2022,5263.95,5854.55,5559.25
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,18/01/2022,5554.16,5956.89,5755.52
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,19/01/2022,4807.71,5375.47,5091.59
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,21/01/2022,4669.22,5434.58,5051.9
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,23/01/2022,5430.14,5786.12,5608.13
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,25/01/2022,4850.02,5679.84,5264.93
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,27/01/2022,4885.01,5263.63,5074.32
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,28/01/2022,4909.09,5511.82,5210.45
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,04/02/2022,5688.08,6047.01,5867.54
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,06/02/2022,5075.2,5780.09,5427.64
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,09/02/2022,5172.78,5755.79,5464.28
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,18/02/2022,4654.32,5402.29,5028.31
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,23/02/2022,4710.14,5288.11,4999.13
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,24/02/2022,4795.79,5103.71,4949.75
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,25/02/2022,4901.06,5353.88,5127.47
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,27/02/2022,4970.9,5762.3,5366.6
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,28/02/2022,4750.73,5120.93,4935.83
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,01/03/2022,4744.17,5332.78,5038.47
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,04/03/2022,4933.79,5612.12,5272.96
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,10/03/2022,4653.14,5144.58,4898.86
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,12/03/2022,5271.43,5996.26,5633.85
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,14/03/2022,4819.23,5327.81,5073.52
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,15/03/2022,4638.03,4951.93,4794.98
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,16/03/2022,4348.33,4769.79,4559.06
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,23/03/2022,5446.27,5987.68,5716.97
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,24/03/2022,4164.22,4563.17,4363.7
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,25/03/2022,4593.2,5057.12,4825.16
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,26/03/2022,4406.27,4699.96,4553.11
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,30/03/2022,4752.9,5305.03,5028.97
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,01/04/2022,4812.09,5212.65,5012.37
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,07/04/2022,4573.97,5163.97,4868.97
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,16/04/2022,5108.25,5425.46,5266.86
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,17/04/2022,4536.78,5211.23,4874.0
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,19/04/2022,4679.89,5299.78,4989.83
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,20/04/2022,5134.18,5711.3,5422.74
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,23/04/2022,4666.8,5163.88,4915.34
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,27/04/2022,4863.56,5452.72,5158.14
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,28/04/2022,5222.28,5743.11,5482.7
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,08/05/2022,4441.82,5157.21,4799.52
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,09/05/2022,5137.08,5864.27,5500.67
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,11/05/2022,5170.52,6027.33,5598.92
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,12/05/2022,5211.62,5597.4,5404.51
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,13/05/2022,5079.34,5869.25,5474.3
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,18/05/2022,5256.17,5971.21,5613.69
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,19/05/2022,4670.71,5235.17,4952.94
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,23/05/2022,4745.61,5263.4,5004.51
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,28/05/2022,4549.77,5246.48,4898.12
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,30/05/2022,5033.45,5833.04,5433.24
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,31/05/2022,5015.12,5815.39,5415.26
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,01/06/2022,5328.02,5969.83,5648.93
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,02/06/2022,5220.47,5719.69,5470.08
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,03/06/2022,5364.27,5857.66,5610.96
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,06/06/2022,4577.27,5359.75,4968.51
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,07/06/2022,5208.95,6085.79,5647.37
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,12/06/2022,5073.04,5656.41,5364.73
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,14/06/2022,5233.4,5808.7,5521.05
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,15/06/2022,4919.55,5377.54,5148.55
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,19/06/2022,5526.88,6159.12,5843.0
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,20/06/2022,5804.13,6246.43,6025.28
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,26/06/2022,5661.56,6029.96,5845.76
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,27/06/2022,4851.02,5411.92,5131.47
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,02/07/2022,5298.93,6086.32,5692.63
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,07/07/2022,5366.58,6282.75,5824.67
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,08/07/2022,4904.92,5465.69,5185.31
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,11/07/2022,5362.56,6199.24,5780.9
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,15/07/2022,4717.61,5140.46,4929.04
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,17/07/2022,5037.16,5820.42,5428.79
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,19/07/2022,5713.5,6288.3,6000.9
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,26/07/2022,5647.46,6102.72,5875.09
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,28/07/2022,5252.46,6013.18,5632.82
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,31/07/2022,5344.56,5944.21,5644.38
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,01/08/2022,5642.19,6340.33,5991.26
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,04/08/2022,5228.23,5789.62,5508.92
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,05/08/2022,5640.11,6583.65,6111.88
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,09/08/2022,5690.87,6443.6,6067.24
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,10/08/2022,5724.42,6599.86,6162.14
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,11/08/2022,5001.96,5632.64,5317.3
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,17/08/2022,6044.72,6611.43,6328.08
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,25/08/2022,5453.44,6255.07,5854.25
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,27/08/2022,6133.44,7124.39,6628.92
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,29/08/2022,5714.88,6196.0,5955.44
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,30/08/2022,5837.44,6266.93,6052.18
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,31/08/2022,5497.54,6115.36,5806.45
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,03/09/2022,5428.68,6161.47,5795.08
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,07/09/2022,5520.9,6093.38,5807.14
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,15/09/2022,6007.7,6571.66,6289.68
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,16/09/2022,6373.18,6931.05,6652.12
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,25/09/2022,6019.94,6537.64,6278.79
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,29/09/2022,5377.62,6256.45,5817.03
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,05/10/2022,6091.52,6725.81,6408.66
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,06/10/2022,5795.77,6287.78,6041.78
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,09/10/2022,5954.31,6462.69,6208.5
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,13/10/2022,5651.69,6104.92,5878.3
Karnataka,Belagavi,Belagavi Mandi,Mustard,Yellow,Local,20/10/2022,6418.89,6904.92,6661.91
